time,low,high,open,close,volume
1712966400,60822.01,69100,67148.62,64024.77,27548.47240557
1713052800,62150,65890.91,64021.36,65777.05,21604.05147827
1713139200,62315.08,66928.82,65764.56,63452.18,21672.73701332
1713225600,61645.09,64400,63452.18,63814.94,17710.28213211
1713312000,59648.33,64524.14,63814.94,61279.36,21812.15297865
1713398400,60816.07,64210,61275.73,63513.85,15249.84211445
1713484800,59573.32,65498.99,63514.84,63848.37,22838.07934159
1713571200,63121.15,65463.08,63841.96,64968.87,5157.40726514
1713657600,64250,65725.81,64960.82,64952.92,4487.48723219
1713744000,64520,67272.73,64952.92,66859.17,10977.05178637
1713830400,65823.66,67225.66,66856.07,66414.16,8840.16749844
1713916800,63542.56,67077.97,66418,64255.78,15083.5524347
1714003200,62747.18,65287.69,64255.77,64484.44,13256.29877715
1714089600,63287.76,64810,64484.44,63742.39,10151.96247701
1714176000,62389,63900,63742.39,63422,5312.16741262
1714262400,62743.81,64333.33,63422.34,63108.94,4415.96831554
1714348800,61741.01,64200,63109.76,63844.85,10712.13554316
1714435200,59040.3,64727.81,63845.01,60622.1,21106.65540758
1714521600,56500,60785.49,60621.2,58265.59,26611.9312734
1714608000,56903.79,59641.03,58267.81,59071.89,13593.00905888
1714694400,58821.05,63365.72,59070.3,62913.03,15954.29032707
1714780800,62565.82,64546,62913.03,63902.88,6414.57464352
1714867200,62908.34,64636.75,63902.88,64023.45,4474.5195919
1714953600,62704.48,65523.44,64023.45,63162.24,11241.77217344
1715040000,62252.64,64415.06,63161.35,62315.76,8994.93773002
1715126400,60851.04,63013.05,62315.75,61169.53,7486.42596849
1715212800,60601.6,63424.14,61169.53,63073.57,8360.0553824
1715299200,60150,63470,63073.55,60787.47,11511.12990976
1715385600,60450.13,61482,60787.99,60814.63,2338.06810837
1715472000,60576.05,61843.45,60814.64,61453.02,2694.97577935
1715558400,60738.51,63456.18,61453.01,62932.37,9170.80865115
1715644800,61024.51,63103.02,62927.44,61539.84,13456.61307634
1715731200,61299.57,66480,61539.7,66244.69,21821.38858725
1715817600,64588.5,66772.83,66244.68,65252.18,12012.70197182
1715904000,65113.46,67500,65252.17,67046.33,11710.00723895
1715990400,66624.06,67407.79,67046.34,66923.87,3880.58113972
1716076800,65852.02,67701.91,66923.87,66261.62,3565.11346165
1716163200,66057.03,71560.9,66260.04,71432.17,20415.88691709
1716249600,69146.01,71980,71432.16,70142.84,16102.06132545
1716336000,68887.52,70659.99,70142.88,69109.93,10889.10300904
1716422400,66259,70066.95,69109.93,67940.45,14340.27843589
1716508800,66587.91,69278.75,67932.79,68547.8,10374.95988085
1716595200,68487.44,69605.03,68545.52,69289.67,2501.11901959
1716681600,68097.38,69522,69289.69,68473.72,2037.67329089
1716768000,68210.12,70613.39,68470.8,69368.72,5384.62278063
1716854400,67194.59,69533.96,69366.31,68321.98,11975.93086328
1716940800,67081.66,68864.11,68321.99,67569.45,8970.02059069
1717027200,67092.91,69536.89,67569.44,68338.58,11841.26381893
1717113600,66584.47,69024.71,68338.58,67472.41,10690.85876224
1717200000,67371.28,67837.33,67473.07,67719.29,1949.57008052
1717286400,67260,68411,67719.29,67735.52,2997.15241527
1717372800,67568,70295.78,67731.14,68791,11884.90882705
1717459200,68542.37,71108.9,68791.04,70542.32,18042.19396496
1717545600,70356.49,71804.13,70541.68,71121.11,10123.1802918
1717632000,70093.98,71650.56,71120.65,70773.64,7716.5079994
1717718400,68298.55,71974.04,70773.63,69324.53,13768.98185265
1717804800,69126.22,69546.58,69326.71,69304.05,2631.94610412
1717891200,69123.99,69848.94,69303.8,69637.87,1826.03995531
1717977600,69141.51,70187.53,69641.08,69497.73,6088.40363232
1718064000,66018.69,69547.82,69495.97,67316.53,17354.68915468
1718150400,66883.32,70032,67316.52,68248.6,17140.01139413
1718236800,66200,68474.49,68248.59,66738.85,11916.13211129
1718323200,65005,67322.72,66746.46,66004.39,11520.15791899
1718409600,65800.86,66428.57,66004.36,66192,2004.1421548
1718496000,65999,66931.18,66192,66628.75,2118.65163435
1718582400,65050,67274.96,66629.38,66481.81,14487.64060903
1718668800,64010.01,66574.33,66481.81,65152.8,15937.73176483
1718755200,64635.48,65709.26,65150.9,64943.79,4958.38361329
1718841600,64500,66455.52,64945.67,64840.88,9346.70807899
1718928000,63300.93,65017.1,64840.89,64120.28,9816.79599936
1719014400,63910.01,64523.91,64120.28,64235.01,2324.21500373
1719100800,63125.75,64499.95,64235,63171.43,2054.79092364
1719187200,58414.28,63343.91,63169.36,60263,21418.04594647
1719273600,60217.36,62400,60262.16,61789.71,15201.5824773
1719360000,60656.8,62470,61794.47,60816.68,11392.79835017
1719446400,60546.94,62346.16,60818.86,61615.39,10530.35898848
1719532800,59868,62170.62,61611.43,60313.35,11381.0258738
