fundingTime,fundingRate,instId,realizedRate
1768377600000,0.0001,BTC-USDT-SWAP,0.0001
1768406400000,0.0000544822712124,BTC-USDT-SWAP,0.0000544822712124
1768435200000,-0.0000202317440745,BTC-USDT-SWAP,-0.0000202317440745
1768464000000,0.0000754938172432,BTC-USDT-SWAP,0.0000754938172432
1768492800000,0.000024679232452,BTC-USDT-SWAP,0.000024679232452
1768521600000,0.0000442572566272,BTC-USDT-SWAP,0.0000442572566272
1768550400000,0.0000805480419191,BTC-USDT-SWAP,0.0000805480419191
1768579200000,0.0000352574263423,BTC-USDT-SWAP,0.0000352574263423
1768608000000,0.0000188230656352,BTC-USDT-SWAP,0.0000188230656352
1768636800000,0.0000329321750457,BTC-USDT-SWAP,0.0000329321750457
1768665600000,-0.0000239792780952,BTC-USDT-SWAP,-0.0000239792780952
1768694400000,0.0000628842038375,BTC-USDT-SWAP,0.0000628842038375
1768723200000,0.0000671357181534,BTC-USDT-SWAP,0.0000671357181534
1768752000000,0.0000799738664341,BTC-USDT-SWAP,0.0000799738664341
1768780800000,0.0000349746325995,BTC-USDT-SWAP,0.0000349746325995
1768809600000,-0.000055112599903,BTC-USDT-SWAP,-0.000055112599903
1768838400000,0.0000212006514827,BTC-USDT-SWAP,0.0000212006514827
1768867200000,0.0000637313985922,BTC-USDT-SWAP,0.0000637313985922
1768896000000,0.0000861155115867,BTC-USDT-SWAP,0.0000861155115867
1768924800000,0.0000522055719511,BTC-USDT-SWAP,0.0000522055719511
1768953600000,0.0000539125888927,BTC-USDT-SWAP,0.0000539125888927
1768982400000,-0.0000381347946719,BTC-USDT-SWAP,-0.0000381347946719
1769011200000,0.0000474779545085,BTC-USDT-SWAP,0.0000474779545085
1769040000000,0.0000256185100736,BTC-USDT-SWAP,0.0000256185100736
1769068800000,0.0000063581574411,BTC-USDT-SWAP,0.0000063581574411
1769097600000,0.0000242891857974,BTC-USDT-SWAP,0.0000242891857974
1769126400000,0.0000795094198701,BTC-USDT-SWAP,0.0000795094198701
1769155200000,0.0000359713403361,BTC-USDT-SWAP,0.0000359713403361
1769184000000,0.0000136714886431,BTC-USDT-SWAP,0.0000136714886431
1769212800000,0.0000414704598464,BTC-USDT-SWAP,0.0000414704598464
1769241600000,0.000028780524089,BTC-USDT-SWAP,0.000028780524089
1769270400000,0.0000618323117706,BTC-USDT-SWAP,0.0000618323117706
1769299200000,0.0000146641107981,BTC-USDT-SWAP,0.0000146641107981
1769328000000,0.0000622267079245,BTC-USDT-SWAP,0.0000622267079245
1769356800000,0.0000064718371692,BTC-USDT-SWAP,0.0000064718371692
1769385600000,0.0000545217598879,BTC-USDT-SWAP,0.0000545217598879
1769414400000,-0.0000734996692213,BTC-USDT-SWAP,-0.0000734996692213
1769443200000,0.0000615635148209,BTC-USDT-SWAP,0.0000615635148209
1769472000000,0.0000763719857417,BTC-USDT-SWAP,0.0000763719857417
1769500800000,0.0000640717107348,BTC-USDT-SWAP,0.0000640717107348
1769529600000,0.0000566073217609,BTC-USDT-SWAP,0.0000566073217609
1769558400000,0.0000567467220139,BTC-USDT-SWAP,0.0000567467220139
1769587200000,0.0000711755748427,BTC-USDT-SWAP,0.0000711755748427
1769616000000,0.0000354006729896,BTC-USDT-SWAP,0.0000354006729896
1769644800000,0.0000786134955275,BTC-USDT-SWAP,0.0000786134955275
1769673600000,-0.0000041790606066,BTC-USDT-SWAP,-0.0000041790606066
1769702400000,0.0000619267246039,BTC-USDT-SWAP,0.0000619267246039
1769731200000,-0.0000065458555846,BTC-USDT-SWAP,-0.0000065458555846
